person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23.0,female,Associate,88737.0,1,RENT,6000.0,MEDICAL,12.53,0.06761553805064403,4.0,543,Yes,0
26.0,male,Bachelor,61001.0,5,MORTGAGE,13000.0,MEDICAL,11.97,0.21311126047113982,3.0,616,No,0
23.0,male,High School,89181.0,3,RENT,6000.0,PERSONAL,14.96,0.0672789046994315,4.0,620,No,0
22.0,female,Bachelor,60979.0,0,OWN,15000.0,MEDICAL,8.63,0.24598632316043229,2.0,566,Yes,0
23.0,female,Associate,70629.0,1,RENT,6000.0,MEDICAL,10.99,0.08495094083166971,4.0,620,No,1
24.0,male,High School,61309.0,5,MORTGAGE,9000.0,PERSONAL,11.01,0.14679737069598264,3.0,628,No,0
21.0,female,High School,53733.0,0,MORTGAGE,6000.0,MEDICAL,12.61,0.11166322371726872,3.0,637,No,1
25.0,female,Master,60985.0,2,MORTGAGE,6400.0,EDUCATION,8.32,0.10494383864884808,3.0,639,Yes,0
26.0,male,High School,60742.0,3,MORTGAGE,20000.0,PERSONAL,13.3,0.3292614665305719,3.0,623,Yes,0
23.0,female,Associate,89555.0,3,RENT,6000.0,EDUCATION,5.79,0.06699793423036123,3.0,614,Yes,0
25.0,female,Master,90312.0,6,RENT,6000.0,MEDICAL,9.99,0.06643635397289396,4.0,588,Yes,0
26.0,female,Associate,90552.0,3,RENT,6000.0,MEDICAL,7.88,0.06626027034190299,2.0,659,Yes,0
23.0,female,Associate,91018.0,0,RENT,6000.0,VENTURE,12.42,0.06592102661012107,3.0,614,Yes,0
24.0,female,High School,60998.0,1,MORTGAGE,5500.0,HOMEIMPROVEMENT,11.01,0.09016689071772845,3.0,572,Yes,0
22.0,male,High School,60882.0,0,MORTGAGE,4950.0,PERSONAL,11.01,0.08130481915837193,2.0,644,No,0
23.0,female,Associate,91179.0,1,RENT,6000.0,PERSONAL,6.03,0.06580462606521238,4.0,692,Yes,0
23.0,female,Bachelor,90857.0,3,RENT,6000.0,VENTURE,6.99,0.06603783968213786,4.0,600,Yes,0
23.0,female,High School,61794.0,2,MORTGAGE,2700.0,EDUCATION,5.99,0.043693562481794346,2.0,663,No,0
23.0,female,Bachelor,83739.0,3,RENT,6000.0,DEBTCONSOLIDATION,16.02,0.0716512019489127,2.0,658,No,1
22.0,male,Associate,61161.0,0,MORTGAGE,6250.0,DEBTCONSOLIDATION,11.01,0.10218930364120926,4.0,666,Yes,0
25.0,male,Master,60721.0,2,OWN,10000.0,VENTURE,7.29,0.16468766983415953,3.0,737,No,0
23.0,female,Associate,91080.0,1,RENT,6000.0,MEDICAL,11.48,0.06587615283267458,2.0,687,No,0
24.0,female,High School,60937.0,2,OWN,10000.0,MEDICAL,11.12,0.1641039105961895,2.0,582,Yes,0
22.0,male,High School,60834.0,0,MORTGAGE,14000.0,EDUCATION,15.58,0.23013446427984352,4.0,653,Yes,0
23.0,female,Bachelor,94323.0,0,RENT,6000.0,MEDICAL,9.99,0.06361120829490156,2.0,639,Yes,0
22.0,male,High School,60778.0,0,MORTGAGE,7200.0,VENTURE,11.01,0.11846391786501695,2.0,614,Yes,0
25.0,female,Master,94422.0,3,RENT,6000.0,PERSONAL,9.63,0.06354451293130838,4.0,654,No,0
23.0,male,Master,61236.0,0,MORTGAGE,16000.0,PERSONAL,11.83,0.26128421190149587,2.0,550,Yes,0
22.0,male,High School,61097.0,0,OWN,5000.0,VENTURE,14.26,0.08183707874363717,4.0,562,Yes,0
22.0,female,Master,97120.0,0,RENT,6000.0,EDUCATION,11.01,0.06177924217462932,2.0,672,No,0
26.0,female,High School,61422.0,3,MORTGAGE,5000.0,PERSONAL,9.32,0.08140405717820977,2.0,656,No,0
22.0,female,Associate,53526.0,0,MORTGAGE,9000.0,VENTURE,14.11,0.16814258491200537,3.0,619,No,1
25.0,male,High School,96839.0,1,RENT,6000.0,VENTURE,8.0,0.0619585084521732,4.0,661,Yes,0
22.0,female,Associate,60581.0,0,MORTGAGE,12000.0,EDUCATION,7.37,0.19808190686849012,2.0,678,Yes,0
22.0,male,Master,53440.0,1,MORTGAGE,11000.0,DEBTCONSOLIDATION,15.68,0.2058383233532934,4.0,593,No,1
23.0,male,Bachelor,97892.0,4,RENT,6000.0,MEDICAL,12.21,0.061292036121439956,2.0,661,Yes,0
25.0,male,High School,99253.0,1,RENT,6000.0,MEDICAL,11.01,0.060451573252193885,3.0,544,Yes,0
23.0,male,Associate,61041.0,1,MORTGAGE,6000.0,PERSONAL,11.01,0.09829458888288199,3.0,622,Yes,0
22.0,male,Bachelor,60991.0,2,MORTGAGE,2500.0,EDUCATION,12.53,0.04098965421127707,2.0,667,No,0
26.0,female,Associate,60844.0,5,MORTGAGE,5000.0,EDUCATION,9.32,0.0821773716389455,2.0,648,Yes,0
25.0,male,High School,99605.0,1,RENT,6000.0,PERSONAL,9.91,0.0602379398624567,2.0,548,Yes,0
26.0,male,Bachelor,99626.0,1,RENT,6000.0,HOMEIMPROVEMENT,7.88,0.06022524240660069,3.0,630,Yes,0
23.0,male,High School,61185.0,1,MORTGAGE,2000.0,EDUCATION,11.91,0.03268775026558797,2.0,676,Yes,0
26.0,female,Associate,61147.0,7,OWN,11000.0,HOMEIMPROVEMENT,13.87,0.1798943529527205,4.0,676,No,0
23.0,male,Associate,102179.0,0,RENT,6000.0,EDUCATION,11.01,0.0587204807250022,2.0,623,Yes,0
23.0,male,High School,101894.0,2,RENT,6000.0,VENTURE,6.99,0.058884723339941505,3.0,673,No,0
21.0,female,High School,61363.0,0,MORTGAGE,2000.0,PERSONAL,5.99,0.0325929305933543,2.0,537,No,0
25.0,male,Master,101638.0,4,RENT,6000.0,VENTURE,8.94,0.05903303882406186,2.0,579,Yes,0
23.0,male,Bachelor,60778.0,0,OWN,15000.0,PERSONAL,9.63,0.24679982888545196,4.0,628,No,0
24.0,male,High School,102877.0,3,RENT,6000.0,MEDICAL,6.03,0.05832207393294905,3.0,561,Yes,0
24.0,female,Bachelor,61364.0,0,OWN,1000.0,PERSONAL,5.42,0.016296199726223846,2.0,607,Yes,0
23.0,female,Bachelor,61294.0,3,MORTGAGE,11400.0,VENTURE,7.29,0.1859888406695598,2.0,692,No,0
25.0,female,Master,102851.0,4,RENT,6000.0,MEDICAL,10.0,0.058336817337702115,3.0,660,No,0
23.0,female,High School,61430.0,0,MORTGAGE,5300.0,DEBTCONSOLIDATION,5.42,0.08627706332410874,4.0,538,No,0
25.0,female,High School,88900.0,3,RENT,6000.0,DEBTCONSOLIDATION,14.96,0.06749156355455568,4.0,669,No,1
21.0,female,High School,104343.0,0,RENT,6000.0,EDUCATION,10.0,0.05750265949800178,4.0,628,No,0
25.0,female,Master,61485.0,0,MORTGAGE,10000.0,HOMEIMPROVEMENT,9.63,0.16264129462470522,2.0,693,Yes,0
22.0,male,Master,60945.0,1,MORTGAGE,7000.0,DEBTCONSOLIDATION,13.11,0.11485765854458939,4.0,725,No,0
25.0,male,Master,61765.0,4,MORTGAGE,1000.0,HOMEIMPROVEMENT,18.39,0.01619039909333765,3.0,605,Yes,0
22.0,female,Associate,104534.0,3,RENT,6000.0,MEDICAL,5.42,0.05739759312759485,3.0,629,No,0
22.0,male,High School,61580.0,2,MORTGAGE,6000.0,EDUCATION,6.03,0.0974342318934719,3.0,553,Yes,0
23.0,male,High School,61339.0,0,MORTGAGE,8375.0,EDUCATION,7.51,0.13653629827678965,2.0,610,No,0
22.0,female,High School,61414.0,0,MORTGAGE,12000.0,VENTURE,7.9,0.19539518676523268,3.0,618,Yes,0
25.0,female,High School,61434.0,4,MORTGAGE,3000.0,VENTURE,14.65,0.048832893837288796,3.0,656,Yes,0
22.0,male,High School,91172.0,4,RENT,6000.0,EDUCATION,11.01,0.06580967841003817,2.0,528,No,1
24.0,male,Master,108392.0,5,RENT,6000.0,MEDICAL,13.92,0.055354638718724626,3.0,588,Yes,0
25.0,male,Bachelor,109238.0,0,RENT,6000.0,HOMEIMPROVEMENT,13.49,0.05492594152218093,4.0,602,No,0
26.0,male,High School,94490.0,8,RENT,6000.0,PERSONAL,12.68,0.06349878293999366,2.0,558,No,1
25.0,male,Associate,54602.0,2,MORTGAGE,6000.0,VENTURE,12.99,0.10988608475880005,4.0,551,No,1
23.0,male,Associate,61170.0,1,OWN,7000.0,EDUCATION,15.99,0.11443518064410658,2.0,595,Yes,0
23.0,male,High School,62000.0,5,MORTGAGE,2500.0,EDUCATION,10.99,0.04032258064516129,4.0,616,Yes,0
23.0,male,Bachelor,61263.0,1,MORTGAGE,11200.0,VENTURE,7.42,0.18281834059709776,3.0,639,No,0
25.0,male,Associate,108948.0,0,RENT,6000.0,HOMEIMPROVEMENT,7.88,0.05507214450930719,3.0,657,No,0
23.0,female,Master,108928.0,0,RENT,6000.0,PERSONAL,10.25,0.05508225616921269,3.0,681,No,0
24.0,female,High School,96657.0,2,RENT,6000.0,PERSONAL,16.35,0.06207517303454484,3.0,646,No,1
23.0,male,Associate,111213.0,3,RENT,6000.0,VENTURE,12.42,0.05395052736640501,3.0,546,Yes,0
26.0,female,Bachelor,98047.0,6,RENT,6000.0,PERSONAL,7.51,0.0611951411057962,2.0,681,No,1
25.0,female,Bachelor,61329.0,2,MORTGAGE,12000.0,HOMEIMPROVEMENT,9.62,0.19566599814117303,4.0,675,Yes,0
22.0,female,Associate,61452.0,0,MORTGAGE,12000.0,EDUCATION,14.09,0.19527436047646943,2.0,622,Yes,0
25.0,female,High School,61361.0,1,MORTGAGE,6000.0,HOMEIMPROVEMENT,7.14,0.0977819787813106,4.0,520,Yes,0
26.0,male,Bachelor,115110.0,0,RENT,6000.0,MEDICAL,10.99,0.05212405525149857,2.0,643,No,0
24.0,male,High School,115372.0,2,RENT,6000.0,HOMEIMPROVEMENT,10.99,0.052005685954997743,4.0,690,Yes,0
25.0,female,Bachelor,61581.0,4,OWN,6000.0,HOMEIMPROVEMENT,14.59,0.09743264968090808,2.0,676,No,0
26.0,female,Master,61455.0,3,OWN,6725.0,VENTURE,10.62,0.10942966398177528,4.0,648,No,0
25.0,male,Associate,116316.0,0,RENT,6000.0,HOMEIMPROVEMENT,6.99,0.05158361704322707,4.0,656,Yes,0
24.0,female,High School,116833.0,1,RENT,6000.0,DEBTCONSOLIDATION,7.66,0.051355353367627296,2.0,575,Yes,0
26.0,female,High School,118470.0,4,RENT,6000.0,DEBTCONSOLIDATION,10.99,0.05064573309698658,3.0,673,Yes,0
25.0,female,Associate,120950.0,0,RENT,6000.0,PERSONAL,5.42,0.049607275733774284,4.0,663,Yes,0
21.0,female,High School,61778.0,0,OWN,6000.0,VENTURE,13.49,0.09712195279873094,3.0,576,Yes,0
24.0,male,Associate,61666.0,0,MORTGAGE,3000.0,PERSONAL,11.99,0.048649174585671195,3.0,573,Yes,0
22.0,male,Master,121274.0,0,RENT,6000.0,EDUCATION,11.99,0.04947474314362518,4.0,637,Yes,0
22.0,male,Master,121050.0,0,RENT,6000.0,EDUCATION,12.98,0.04956629491945477,2.0,712,Yes,0
25.0,male,Bachelor,120855.0,1,RENT,6000.0,PERSONAL,14.42,0.049646270323941914,3.0,678,Yes,0
26.0,male,Master,111089.0,3,RENT,6000.0,VENTURE,15.58,0.054010748138879634,3.0,638,No,1
22.0,male,Bachelor,126885.0,0,RENT,6000.0,VENTURE,9.99,0.04728691334673129,2.0,675,No,0
22.0,male,Associate,61907.0,0,OWN,6000.0,VENTURE,11.83,0.09691957290774872,2.0,695,Yes,0
22.0,male,Bachelor,112583.0,0,RENT,6000.0,HOMEIMPROVEMENT,8.94,0.05329401419397245,4.0,648,No,1
22.0,male,Bachelor,127276.0,0,RENT,6000.0,EDUCATION,11.99,0.047141644929130394,4.0,599,Yes,0
23.0,male,Associate,114716.0,3,RENT,6000.0,DEBTCONSOLIDATION,16.49,0.052303078907911714,4.0,579,No,1
23.0,female,High School,61381.0,0,OWN,7500.0,PERSONAL,10.83,0.12218764764340757,4.0,681,No,0
24.0,male,Bachelor,132949.0,2,RENT,6000.0,PERSONAL,11.01,0.04513008747715289,4.0,699,Yes,0
25.0,male,Associate,62190.0,4,OWN,3000.0,PERSONAL,7.51,0.0482392667631452,2.0,666,Yes,0
24.0,female,High School,62281.0,0,MORTGAGE,4500.0,EDUCATION,8.9,0.07225317512564024,4.0,676,Yes,0
24.0,male,Associate,145336.0,2,RENT,6000.0,PERSONAL,10.99,0.04128364617162988,3.0,602,No,0
26.0,female,Bachelor,144998.0,0,RENT,6000.0,VENTURE,9.88,0.0413798811018083,2.0,687,Yes,0
26.0,female,Associate,151087.0,6,RENT,6000.0,EDUCATION,12.53,0.03971221878785071,2.0,608,Yes,0
22.0,female,High School,61903.0,0,MORTGAGE,10000.0,MEDICAL,9.63,0.16154305930245708,4.0,579,No,0
26.0,male,Bachelor,46438.0,4,RENT,6025.0,DEBTCONSOLIDATION,10.99,0.1297428829837633,3.0,664,Yes,0
23.0,male,Associate,51341.0,0,RENT,6025.0,EDUCATION,9.63,0.11735260318264155,4.0,570,Yes,0
22.0,female,Master,61886.0,0,MORTGAGE,22000.0,DEBTCONSOLIDATION,11.01,0.35549235691432635,3.0,723,Yes,0
22.0,male,High School,73120.0,0,RENT,6025.0,VENTURE,11.01,0.08239879649890591,3.0,568,Yes,0
25.0,male,Bachelor,60851.0,1,RENT,6075.0,HOMEIMPROVEMENT,10.0,0.09983402080491693,2.0,676,No,0
25.0,female,Associate,62450.0,2,OWN,4200.0,HOMEIMPROVEMENT,9.99,0.06725380304243395,3.0,645,Yes,0
22.0,female,Master,62347.0,1,OWN,16000.0,VENTURE,7.9,0.25662822589699585,3.0,683,Yes,0
25.0,female,Master,23968.0,3,RENT,6150.0,DEBTCONSOLIDATION,11.46,0.2565921228304406,3.0,700,No,1
24.0,female,Associate,43915.0,3,RENT,6150.0,MEDICAL,11.03,0.1400432653990664,3.0,650,Yes,0
24.0,male,Bachelor,55083.0,2,MORTGAGE,10625.0,VENTURE,14.27,0.19289072853693517,2.0,588,No,1
24.0,female,Master,93846.0,2,RENT,6150.0,DEBTCONSOLIDATION,5.99,0.0655328943162202,4.0,653,No,0
23.0,female,Associate,61958.0,4,MORTGAGE,4000.0,DEBTCONSOLIDATION,6.03,0.06455986313309016,2.0,543,Yes,0
23.0,female,High School,62098.0,1,MORTGAGE,10000.0,VENTURE,6.03,0.1610357821507939,3.0,632,No,0
26.0,male,Associate,62221.0,6,MORTGAGE,9000.0,HOMEIMPROVEMENT,9.99,0.1446456983976471,3.0,652,Yes,0
26.0,male,Bachelor,24972.0,2,RENT,6200.0,EDUCATION,5.99,0.24827807144001282,4.0,626,No,1
23.0,male,Bachelor,62245.0,0,OWN,6000.0,PERSONAL,5.42,0.09639328460117279,4.0,624,Yes,0
24.0,male,High School,32438.0,1,RENT,6200.0,HOMEIMPROVEMENT,14.11,0.19113385535483077,4.0,603,No,1
22.0,male,Bachelor,62512.0,0,MORTGAGE,10000.0,DEBTCONSOLIDATION,8.49,0.15996928589710777,3.0,662,Yes,0
22.0,male,High School,35704.0,1,RENT,6200.0,DEBTCONSOLIDATION,15.23,0.17365001120322654,4.0,635,Yes,0
22.0,female,Bachelor,36908.0,2,RENT,6200.0,EDUCATION,11.01,0.16798526064809796,3.0,668,No,0
21.0,male,Master,62258.0,0,MORTGAGE,13000.0,EDUCATION,11.01,0.20880850653731248,3.0,573,Yes,0
26.0,female,Associate,48817.0,3,RENT,6200.0,DEBTCONSOLIDATION,13.79,0.1270049368048016,2.0,679,Yes,0
22.0,female,Master,49213.0,0,RENT,6200.0,EDUCATION,12.69,0.12598297197894864,3.0,647,Yes,0
23.0,female,Bachelor,52053.0,0,RENT,6200.0,PERSONAL,13.92,0.11910936929667838,2.0,697,Yes,0
22.0,male,Bachelor,55472.0,0,RENT,6200.0,EDUCATION,13.79,0.11176809922122873,3.0,665,Yes,0
23.0,male,Bachelor,61830.0,2,MORTGAGE,8000.0,PERSONAL,7.49,0.12938702895034773,3.0,558,Yes,0
26.0,male,Master,62068.0,5,MORTGAGE,4000.0,MEDICAL,5.99,0.06444544692917445,4.0,596,Yes,0
22.0,male,Bachelor,56104.0,3,RENT,6200.0,EDUCATION,12.42,0.11050905461286183,3.0,638,No,0
25.0,female,Associate,61772.0,0,RENT,6200.0,MEDICAL,11.01,0.10036909926827689,4.0,686,Yes,0
26.0,male,Bachelor,62195.0,4,MORTGAGE,15825.0,MEDICAL,6.99,0.25444167537583406,3.0,663,Yes,0
25.0,female,Bachelor,61910.0,3,MORTGAGE,3000.0,EDUCATION,13.99,0.04845743821676628,2.0,621,Yes,0
23.0,male,Bachelor,61874.0,0,MORTGAGE,2400.0,DEBTCONSOLIDATION,7.49,0.038788505672818954,3.0,603,Yes,0
22.0,male,High School,56215.0,0,RENT,6200.0,DEBTCONSOLIDATION,11.01,0.11029084763853064,4.0,642,No,1
23.0,male,Bachelor,68684.0,1,RENT,6200.0,PERSONAL,8.49,0.09026847591870013,2.0,611,Yes,0
23.0,male,Bachelor,73114.0,2,RENT,6200.0,DEBTCONSOLIDATION,10.65,0.08479908088738135,3.0,642,Yes,0
25.0,female,Bachelor,62199.0,3,MORTGAGE,4200.0,PERSONAL,7.29,0.06752520136979694,2.0,651,Yes,0
26.0,male,Associate,62151.0,4,MORTGAGE,12000.0,DEBTCONSOLIDATION,7.29,0.19307814838055704,4.0,607,No,0
23.0,female,Associate,54781.0,1,MORTGAGE,5000.0,MEDICAL,10.74,0.09127252149467881,2.0,647,No,1
23.0,male,Associate,79136.0,0,RENT,6200.0,PERSONAL,11.01,0.07834613829357057,2.0,558,Yes,0
25.0,female,Associate,62587.0,2,MORTGAGE,16750.0,PERSONAL,16.4,0.26762746257209963,4.0,682,No,0
24.0,male,Associate,79127.0,2,RENT,6200.0,VENTURE,8.9,0.07835504947742238,2.0,574,Yes,0
26.0,female,Bachelor,83711.0,2,RENT,6200.0,EDUCATION,7.88,0.07406434040926521,3.0,628,No,0
22.0,female,High School,61827.0,0,MORTGAGE,6000.0,MEDICAL,5.79,0.09704498034839149,2.0,563,Yes,0
26.0,male,Bachelor,62239.0,2,MORTGAGE,12000.0,DEBTCONSOLIDATION,6.17,0.19280515432445894,4.0,645,Yes,0
22.0,male,Bachelor,87465.0,0,RENT,6200.0,PERSONAL,5.99,0.07088549705596524,2.0,674,Yes,0
25.0,male,Associate,62083.0,0,MORTGAGE,7600.0,DEBTCONSOLIDATION,12.23,0.12241676465376995,3.0,583,Yes,0
23.0,female,Bachelor,54919.0,0,RENT,6225.0,VENTURE,11.54,0.1133487499772392,4.0,706,Yes,0
21.0,female,High School,76667.0,0,RENT,6225.0,PERSONAL,10.99,0.08119529915087326,4.0,542,Yes,0
22.0,female,Bachelor,62212.0,0,MORTGAGE,7000.0,PERSONAL,11.12,0.1125184851797081,3.0,685,No,0
23.0,male,Bachelor,62432.0,2,MORTGAGE,10000.0,MEDICAL,7.14,0.1601742696053306,2.0,644,No,0
23.0,male,High School,18530.0,0,RENT,6250.0,VENTURE,15.27,0.33729087965461413,2.0,621,No,1
22.0,male,Associate,20201.0,0,RENT,6250.0,VENTURE,9.91,0.3093906242265234,2.0,647,No,1
24.0,male,High School,62439.0,1,OWN,9000.0,HOMEIMPROVEMENT,7.14,0.14414068130495364,3.0,667,Yes,0
22.0,male,Master,23925.0,0,RENT,6250.0,DEBTCONSOLIDATION,7.51,0.2612330198537095,3.0,579,No,1
25.0,male,Master,24429.0,4,RENT,6250.0,EDUCATION,15.31,0.25584346473453684,2.0,718,No,1
24.0,male,Bachelor,62060.0,1,OWN,6000.0,VENTURE,10.75,0.09668063164679343,2.0,529,Yes,0
23.0,male,Associate,23966.0,0,RENT,6250.0,HOMEIMPROVEMENT,16.82,0.2607861136610198,4.0,676,No,1
22.0,male,Master,62309.0,0,MORTGAGE,13000.0,VENTURE,13.48,0.2086375964948884,3.0,645,Yes,0
22.0,female,Bachelor,24665.0,0,RENT,6250.0,EDUCATION,11.01,0.2533954996959254,3.0,613,No,1
21.0,female,High School,25815.0,0,RENT,6250.0,EDUCATION,13.85,0.242107301956227,3.0,578,No,0
21.0,male,Bachelor,28576.0,1,RENT,6250.0,PERSONAL,13.48,0.21871500559910415,3.0,673,No,0
22.0,male,Bachelor,28578.0,0,RENT,6250.0,MEDICAL,12.73,0.21869969906921408,2.0,525,No,0
25.0,female,Bachelor,62189.0,0,MORTGAGE,7000.0,DEBTCONSOLIDATION,7.88,0.11256009905288716,4.0,671,No,0
23.0,female,High School,62259.0,0,MORTGAGE,16000.0,PERSONAL,13.11,0.256990957130696,3.0,658,Yes,0
25.0,female,Associate,29964.0,2,RENT,6250.0,DEBTCONSOLIDATION,13.72,0.20858363369376584,3.0,650,Yes,0
23.0,male,Bachelor,30038.0,3,RENT,6250.0,EDUCATION,12.53,0.20806977828084428,3.0,618,Yes,0
24.0,female,Master,32250.0,1,RENT,6250.0,MEDICAL,6.91,0.1937984496124031,4.0,678,Yes,0
21.0,male,Bachelor,62215.0,0,MORTGAGE,6000.0,PERSONAL,7.88,0.09643976532990436,2.0,593,Yes,0
22.0,male,High School,33078.0,1,RENT,6250.0,MEDICAL,15.99,0.1889473365983433,4.0,618,No,1
22.0,female,Associate,66838.0,0,RENT,7000.0,VENTURE,6.91,0.1047308417367366,4.0,592,Yes,0
24.0,male,High School,62421.0,2,MORTGAGE,3600.0,HOMEIMPROVEMENT,7.14,0.05767289854375931,2.0,685,Yes,0
24.0,male,Associate,67319.0,0,RENT,7000.0,MEDICAL,7.88,0.10398253093480295,4.0,643,Yes,0
22.0,male,Bachelor,62072.0,0,MORTGAGE,15200.0,EDUCATION,10.99,0.24487691712849594,4.0,510,Yes,0
24.0,male,Associate,62164.0,0,OWN,10000.0,VENTURE,15.31,0.16086480921433627,2.0,582,Yes,0
26.0,female,High School,61826.0,4,MORTGAGE,10000.0,HOMEIMPROVEMENT,7.74,0.16174424999191278,3.0,540,Yes,0
22.0,male,High School,68326.0,4,RENT,7000.0,DEBTCONSOLIDATION,11.36,0.10245001902643211,2.0,599,No,0
21.0,female,Master,55191.0,0,MORTGAGE,8000.0,DEBTCONSOLIDATION,15.31,0.14495116957474952,3.0,524,No,1
24.0,male,Associate,68134.0,0,RENT,7000.0,VENTURE,8.59,0.10273872075615699,3.0,703,Yes,0
24.0,female,Master,62059.0,0,MORTGAGE,8500.0,HOMEIMPROVEMENT,8.94,0.13696643516653506,3.0,684,No,0
26.0,female,Bachelor,68250.0,4,RENT,7000.0,PERSONAL,9.07,0.10256410256410256,3.0,602,Yes,0
25.0,female,Bachelor,61286.0,0,RENT,7000.0,MEDICAL,15.57,0.11421858173155369,3.0,642,No,1
25.0,male,High School,68368.0,4,RENT,7000.0,MEDICAL,14.22,0.10238708167563773,4.0,589,Yes,0
23.0,male,Bachelor,70771.0,0,RENT,7000.0,PERSONAL,13.04,0.09891057071399302,4.0,676,No,0
23.0,female,Bachelor,63569.0,1,RENT,7000.0,MEDICAL,13.85,0.11011656625084554,4.0,637,No,1
24.0,female,Associate,62190.0,4,MORTGAGE,8000.0,EDUCATION,10.96,0.12863804470172052,3.0,668,Yes,0
26.0,female,Bachelor,72753.0,2,RENT,7000.0,DEBTCONSOLIDATION,13.49,0.09621596360287549,2.0,656,No,0
24.0,male,Master,62517.0,0,MORTGAGE,2000.0,HOMEIMPROVEMENT,12.99,0.031991298366844216,4.0,682,Yes,0
23.0,male,High School,62254.0,4,MORTGAGE,15000.0,EDUCATION,13.16,0.24094837279532239,4.0,608,No,0
22.0,female,Associate,72616.0,1,RENT,7000.0,PERSONAL,14.65,0.09639748815688003,2.0,621,Yes,0
23.0,male,Bachelor,72936.0,1,RENT,7000.0,DEBTCONSOLIDATION,6.03,0.09597455303279588,3.0,597,No,0
24.0,male,Associate,62498.0,2,MORTGAGE,13000.0,EDUCATION,10.95,0.20800665621299883,2.0,618,No,0
22.0,male,High School,62458.0,2,MORTGAGE,15500.0,VENTURE,10.99,0.24816676806814178,3.0,621,No,0
24.0,female,High School,65618.0,3,RENT,7000.0,DEBTCONSOLIDATION,15.99,0.10667804565820355,3.0,673,No,1
25.0,male,Associate,73094.0,3,RENT,7000.0,VENTURE,15.62,0.0957670944263551,4.0,687,Yes,0
25.0,male,Associate,73167.0,2,RENT,7000.0,HOMEIMPROVEMENT,6.92,0.09567154591550836,2.0,621,Yes,0
23.0,female,Associate,73271.0,0,RENT,7000.0,DEBTCONSOLIDATION,5.79,0.09553575084276181,3.0,692,No,0
26.0,male,Bachelor,73118.0,4,RENT,7000.0,MEDICAL,6.91,0.09573566016575946,2.0,647,Yes,0
25.0,female,Bachelor,62478.0,2,MORTGAGE,11000.0,VENTURE,5.99,0.1760619738147828,3.0,651,Yes,0
25.0,male,Associate,73042.0,1,RENT,7000.0,MEDICAL,9.25,0.09583527285671258,2.0,657,Yes,0
24.0,female,High School,72759.0,3,RENT,7000.0,EDUCATION,6.54,0.0962080292472409,4.0,641,No,0
22.0,female,High School,62659.0,3,OWN,11200.0,PERSONAL,15.31,0.17874527202796087,3.0,602,Yes,0
25.0,male,Associate,72868.0,2,RENT,7000.0,MEDICAL,10.36,0.0960641159356645,4.0,656,Yes,0
23.0,male,Bachelor,62257.0,0,MORTGAGE,20000.0,VENTURE,10.37,0.321249016174888,3.0,656,Yes,0
22.0,female,High School,72916.0,1,RENT,7000.0,EDUCATION,6.91,0.0960008777223106,2.0,690,No,0
22.0,male,Bachelor,65801.0,0,RENT,7000.0,MEDICAL,14.96,0.10638136198538016,4.0,674,No,1
24.0,female,Associate,72833.0,2,RENT,7000.0,VENTURE,7.88,0.09611027968091387,3.0,550,No,0
24.0,male,Associate,73011.0,2,RENT,7000.0,EDUCATION,9.32,0.0958759638958513,3.0,668,Yes,0
24.0,female,Associate,73423.0,5,RENT,7000.0,VENTURE,8.59,0.09533797311469158,3.0,591,No,0
24.0,male,Bachelor,63089.0,0,MORTGAGE,12000.0,MEDICAL,7.88,0.19020748466452156,2.0,537,No,0
22.0,male,High School,62820.0,0,MORTGAGE,3000.0,MEDICAL,11.83,0.04775549188156638,2.0,646,Yes,0
23.0,female,High School,55516.0,0,MORTGAGE,4400.0,DEBTCONSOLIDATION,13.16,0.07925643057857194,3.0,509,No,1
25.0,male,Associate,63172.0,3,MORTGAGE,13800.0,EDUCATION,10.38,0.2184512125625277,4.0,595,Yes,0
22.0,male,High School,73610.0,4,RENT,7000.0,DEBTCONSOLIDATION,12.84,0.0950957750305665,2.0,576,No,0
26.0,female,High School,62487.0,4,OWN,15000.0,HOMEIMPROVEMENT,6.92,0.2400499303855202,2.0,618,Yes,0
24.0,female,Bachelor,62928.0,4,MORTGAGE,6300.0,VENTURE,5.79,0.10011441647597254,3.0,525,Yes,0
23.0,male,High School,75328.0,0,RENT,7000.0,PERSONAL,9.91,0.09292693288020391,4.0,568,Yes,0
26.0,male,Bachelor,62660.0,6,MORTGAGE,11000.0,VENTURE,11.01,0.1755505904883498,3.0,652,Yes,0
26.0,male,Master,62977.0,5,MORTGAGE,9600.0,HOMEIMPROVEMENT,15.21,0.15243660383949695,4.0,545,Yes,0
24.0,male,Bachelor,63091.0,2,MORTGAGE,4000.0,MEDICAL,7.51,0.06340048501371036,2.0,662,No,0
22.0,female,Associate,62799.0,0,MORTGAGE,7500.0,EDUCATION,9.88,0.11942865332250513,3.0,658,Yes,0
25.0,female,Bachelor,75124.0,1,RENT,7000.0,DEBTCONSOLIDATION,7.49,0.09317927692881103,4.0,600,Yes,0
23.0,male,High School,75393.0,0,RENT,7000.0,MEDICAL,11.01,0.09284681601740215,2.0,575,No,0
